"","number.of.adults","number.of.children","number.of.weekend.nights","number.of.week.nights","type.of.meal","car.parking.space","room.type","lead.time","market.segment.type","repeated","P.C","P.not.C","average.price","special.requests","booking.status","reservation_month","reservation_day","reservation_weekday"
"13481",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",18,"Online",0,0,0,148,2,0,"12","30","Sunday"
"13482",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",6,"Online",0,0,0,103.84,1,0,"09","14","Thursday"
"13483",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,"Offline",0,0,0,115,1,1,"08","18","Saturday"
"13484",1,1,2,3,"Meal Plan 1",0,"Room_Type 1",136,"Online",0,0,0,86.36,1,0,"08","11","Saturday"
"13485",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",26,"Online",0,0,0,104,1,1,"11","19","Monday"
"13486",3,0,0,1,"Meal Plan 1",0,"Room_Type 1",3,"Offline",0,0,0,104,0,0,"07","11","Tuesday"
"13487",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",98,"Online",0,0,0,90,1,0,"11","02","Friday"
"13488",2,0,3,7,"Not Selected",0,"Room_Type 1",17,"Online",0,0,0,83.4,0,1,"03","04","Sunday"
"13489",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",2,"Online",0,0,0,176,1,0,"05","26","Saturday"
"13490",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",31,"Offline",0,0,0,100,0,0,"06","02","Saturday"
"13491",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",14,"Offline",0,0,0,100,0,0,"10","15","Sunday"
"13492",2,0,0,2,"Not Selected",0,"Room_Type 1",53,"Online",0,0,0,88,1,0,"11","04","Sunday"
"13493",2,0,1,4,"Not Selected",0,"Room_Type 1",67,"Online",0,0,0,80.75,0,1,"04","04","Wednesday"
"13494",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",22,"Online",0,0,0,95,0,1,"04","19","Thursday"
"13495",2,0,0,1,"Not Selected",0,"Room_Type 1",14,"Online",0,0,0,109,1,1,"08","17","Friday"
"13496",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",47,"Online",0,0,0,81,2,0,"12","24","Sunday"
"13497",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",9,"Online",0,0,0,91.6,0,0,"09","07","Thursday"
"13498",3,0,2,2,"Meal Plan 1",0,"Room_Type 1",17,"Online",0,0,0,127,0,1,"02","12","Monday"
"13499",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Corporate",1,0,5,66,0,0,"01","12","Friday"
"13500",2,0,0,3,"Not Selected",0,"Room_Type 1",45,"Online",0,0,0,108,1,0,"10","11","Thursday"
"13501",2,0,0,3,"Not Selected",0,"Room_Type 1",30,"Online",0,0,0,69.9,0,1,"02","25","Sunday"
"13502",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,"Offline",0,0,0,95,0,0,"10","13","Saturday"
"13503",2,0,2,0,"Meal Plan 1",1,"Room_Type 1",2,"Online",0,0,0,99,2,0,"08","09","Wednesday"
"13504",2,0,1,3,"Not Selected",0,"Room_Type 1",24,"Online",0,0,0,74.8,1,0,"11","17","Saturday"
"13505",1,0,2,3,"Meal Plan 1",0,"Room_Type 1",24,"Corporate",0,0,0,95,1,0,"05","08","Tuesday"
"13506",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",39,"Offline",0,0,0,87,0,0,"08","14","Monday"
"13507",2,1,0,4,"Meal Plan 1",0,"Room_Type 1",2,"Online",0,0,0,117.75,2,0,"02","10","Saturday"
"13508",2,1,0,2,"Meal Plan 2",1,"Room_Type 1",41,"Online",0,0,0,161.1,2,0,"07","19","Thursday"
"13509",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",112,"Offline",0,0,0,100,0,0,"06","02","Saturday"
"13510",2,1,2,1,"Meal Plan 1",0,"Room_Type 1",10,"Online",0,0,0,162.33,3,0,"09","18","Tuesday"
"13511",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",53,"Online",0,0,0,109.8,0,1,"08","30","Thursday"
"13512",2,2,1,2,"Meal Plan 1",0,"Room_Type 6",168,"Online",0,0,0,168.3,0,1,"07","04","Wednesday"
"13513",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",11,"Online",0,0,0,111.35,1,0,"05","29","Tuesday"
"13514",1,0,2,0,"Meal Plan 1",0,"Room_Type 4",30,"Online",0,0,0,78.6,1,0,"01","31","Wednesday"
"13515",2,0,0,2,"Not Selected",0,"Room_Type 1",3,"Online",0,0,0,89,0,0,"08","11","Friday"
"13516",2,0,0,1,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,108,0,0,"07","20","Friday"
"13517",3,0,0,3,"Meal Plan 1",0,"Room_Type 4",99,"Online",0,0,0,151.2,0,1,"10","19","Friday"
"13518",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",0,"Online",0,0,0,73.9,0,0,"01","06","Saturday"
"13519",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",211,"Offline",0,0,0,100,0,1,"05","20","Sunday"
"13520",1,0,0,3,"Meal Plan 1",0,"Room_Type 4",14,"Online",0,0,0,77.6,0,0,"01","19","Friday"
"13521",2,0,0,3,"Meal Plan 1",1,"Room_Type 2",3,"Online",0,0,0,105.5,1,0,"11","05","Sunday"
"13522",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",138,"Online",0,0,0,105.28,1,0,"05","14","Monday"
"13523",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",77,"Online",0,0,0,89.25,0,0,"09","18","Monday"
"13524",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",188,"Online",0,0,0,90.9,1,0,"07","25","Wednesday"
"13525",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",174,"Online",0,0,0,119.85,1,1,"09","02","Sunday"
"13526",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",18,"Offline",0,0,0,97,1,0,"08","31","Friday"
"13527",2,1,1,0,"Meal Plan 1",0,"Room_Type 1",162,"Online",0,0,0,121.5,2,1,"07","25","Wednesday"
"13528",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",66,"Offline",0,0,0,75,0,0,"10","09","Monday"
"13529",1,0,0,1,"Not Selected",1,"Room_Type 1",0,"Online",0,0,0,146,0,0,"06","28","Thursday"
"13530",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",16,"Online",0,0,0,105,2,0,"09","09","Saturday"
"13531",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",43,"Online",0,0,0,60.29,0,1,"01","15","Monday"
"13532",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",196,"Offline",0,0,0,80.75,1,0,"05","12","Saturday"
"13533",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",180,"Offline",0,0,0,70,0,1,"10","16","Monday"
"13534",3,0,1,2,"Meal Plan 1",0,"Room_Type 4",6,"Online",0,0,0,157,0,0,"04","15","Sunday"
"13535",2,1,2,2,"Meal Plan 1",0,"Room_Type 1",4,"Offline",0,0,0,81.6,2,0,"12","05","Tuesday"
"13536",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",6,"Corporate",0,0,0,79.5,1,0,"03","02","Friday"
"13537",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",20,"Online",0,0,0,67.22,2,0,"02","24","Saturday"
"13538",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",22,"Corporate",0,0,0,71,0,0,"11","17","Friday"
"13539",2,0,2,0,"Not Selected",0,"Room_Type 1",7,"Online",0,0,0,79,2,0,"02","21","Wednesday"
"13540",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",15,"Online",0,0,0,105,1,0,"09","08","Friday"
"13541",1,0,2,0,"Meal Plan 1",0,"Room_Type 1",2,"Corporate",0,0,0,65,0,1,"09","27","Wednesday"
"13542",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",29,"Corporate",0,0,0,85,1,0,"12","02","Sunday"
"13543",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,"Corporate",1,0,4,89,1,0,"10","20","Saturday"
"13544",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",3,"Corporate",0,0,0,100,0,0,"08","22","Wednesday"
"13545",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",92,"Online",0,0,0,140.4,0,1,"06","01","Friday"
"13546",1,0,2,3,"Meal Plan 1",0,"Room_Type 1",63,"Online",0,0,0,73.3,0,0,"04","22","Sunday"
"13547",2,0,0,3,"Meal Plan 2",0,"Room_Type 1",150,"Offline",0,0,0,45,1,0,"06","16","Saturday"
"13548",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",98,"Offline",0,0,0,52.7,0,0,"12","29","Friday"
"13549",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",41,"Offline",0,0,0,66.29,0,0,"02","28","Wednesday"
"13550",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",71,"Offline",0,0,0,90,0,0,"05","10","Thursday"
"13551",2,0,0,2,"Not Selected",0,"Room_Type 1",32,"Offline",0,0,0,63,0,0,"11","11","Sunday"
"13552",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",0,"Offline",0,0,0,75,0,0,"03","20","Tuesday"
"13553",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",74,"Online",0,0,0,132.3,0,1,"10","21","Sunday"
"13554",2,0,1,4,"Not Selected",0,"Room_Type 1",41,"Online",0,0,0,116.1,1,1,"05","09","Wednesday"
"13555",2,1,1,1,"Meal Plan 1",1,"Room_Type 4",64,"Online",0,0,0,161.1,0,0,"08","08","Wednesday"
"13556",2,0,2,3,"Not Selected",0,"Room_Type 1",59,"Online",0,0,0,116.1,1,1,"05","21","Monday"
"13557",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",81,"Offline",0,0,0,69.5,0,0,"03","25","Sunday"
"13558",1,0,2,0,"Meal Plan 1",0,"Room_Type 1",2,"Corporate",1,3,39,65,0,0,"07","24","Tuesday"
"13559",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",92,"Offline",0,0,0,100,0,1,"03","26","Monday"
"13560",2,0,1,3,"Meal Plan 1",0,"Room_Type 4",49,"Offline",0,0,0,60,0,0,"11","09","Thursday"
"13561",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",101,"Online",0,0,0,87.67,3,0,"06","08","Friday"
"13562",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",56,"Online",0,0,0,140.4,1,0,"05","13","Sunday"
"13563",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,107,0,0,"06","30","Saturday"
"13564",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",19,"Online",0,0,0,130,0,0,"05","02","Wednesday"
"13565",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",78,"Offline",0,0,0,100,0,1,"03","25","Sunday"
"13566",2,1,2,3,"Meal Plan 1",0,"Room_Type 1",153,"Online",0,0,0,114.75,1,1,"08","20","Monday"
"13567",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",188,"Offline",0,0,0,72.76,2,0,"07","22","Sunday"
"13568",2,0,0,3,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,97,1,0,"03","16","Friday"
"13569",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",17,"Online",0,0,0,76.81,1,1,"09","11","Monday"
"13570",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",304,"Online",0,0,0,74.15,0,1,"10","21","Sunday"
"13571",2,0,0,2,"Meal Plan 1",0,"Room_Type 6",47,"Online",0,0,0,156.6,2,0,"11","25","Sunday"
"13572",2,0,0,4,"Not Selected",0,"Room_Type 1",236,"Online",0,0,0,84.43,1,1,"09","27","Thursday"
"13573",1,0,0,3,"Not Selected",0,"Room_Type 1",29,"Online",0,0,0,102,1,0,"04","14","Saturday"
"13574",1,0,1,0,"Not Selected",1,"Room_Type 1",7,"Online",0,0,0,89,0,0,"04","11","Wednesday"
"13575",1,0,2,4,"Meal Plan 1",0,"Room_Type 1",145,"Online",0,0,0,69.56,0,0,"04","29","Sunday"
"13576",2,0,2,3,"Meal Plan 1",0,"Room_Type 4",69,"Online",0,0,0,82.45,0,0,"03","13","Tuesday"
"13577",1,0,0,1,"Meal Plan 1",0,"Room_Type 5",4,"Corporate",1,0,25,106,0,0,"07","08","Sunday"
"13578",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,"Online",0,0,0,75.2,0,0,"11","23","Friday"
"13579",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",49,"Online",0,0,0,117.9,3,0,"07","01","Sunday"
"13580",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",59,"Offline",0,0,0,85,0,0,"10","29","Sunday"
"13581",3,0,1,2,"Meal Plan 1",0,"Room_Type 4",8,"Online",0,0,0,130,1,0,"02","26","Monday"
"13582",2,0,2,1,"Meal Plan 1",0,"Room_Type 4",178,"Online",0,0,0,109.8,1,1,"07","23","Monday"
"13583",1,0,1,1,"Meal Plan 2",0,"Room_Type 1",247,"Offline",0,0,0,90,0,0,"06","06","Wednesday"
"13584",2,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,"Offline",0,0,0,115,1,1,"10","23","Tuesday"
"13585",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",172,"Offline",0,0,0,95,0,1,"06","24","Sunday"
"13586",2,0,1,4,"Not Selected",0,"Room_Type 1",71,"Online",0,0,0,74.8,1,0,"12","07","Friday"
"13587",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",145,"Offline",0,0,0,94.5,0,0,"08","29","Tuesday"
"13588",3,0,2,5,"Meal Plan 2",0,"Room_Type 4",96,"Online",0,0,0,191.57,2,0,"07","16","Monday"
"13589",2,0,2,1,"Meal Plan 2",0,"Room_Type 1",117,"Offline",0,0,0,94.5,0,0,"08","01","Tuesday"
"13590",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",246,"Online",0,0,0,58.36,1,0,"12","27","Thursday"
"13591",2,0,0,2,"Not Selected",0,"Room_Type 1",17,"Online",0,0,0,97,1,1,"03","11","Sunday"
"13592",2,2,0,1,"Meal Plan 1",0,"Room_Type 6",3,"Online",0,0,0,160.8,0,0,"06","11","Monday"
"13593",2,0,1,2,"Not Selected",0,"Room_Type 1",141,"Online",0,0,0,85.5,2,0,"08","29","Wednesday"
"13594",2,0,0,2,"Not Selected",0,"Room_Type 1",98,"Online",0,0,0,79.2,1,0,"12","02","Sunday"
"13595",3,0,0,2,"Not Selected",1,"Room_Type 1",18,"Online",0,0,0,75,1,0,"01","21","Sunday"
"13596",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",63,"Online",0,0,0,80.3,0,0,"03","05","Monday"
"13597",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",226,"Online",0,0,0,119.85,1,1,"09","21","Friday"
"13598",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",213,"Offline",0,0,0,130,0,1,"06","07","Thursday"
"13599",0,2,2,4,"Meal Plan 1",0,"Room_Type 2",23,"Online",0,0,0,128.49,0,1,"05","21","Monday"
"13600",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",70,"Online",0,0,0,149.4,0,1,"09","15","Saturday"
"13601",1,1,2,3,"Meal Plan 1",0,"Room_Type 1",163,"Online",0,0,0,74.65,2,0,"10","23","Tuesday"
"13602",2,0,0,1,"Not Selected",0,"Room_Type 1",51,"Online",0,0,0,94.5,0,0,"07","15","Sunday"
"13603",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",195,"Online",0,0,0,94.5,1,0,"08","13","Monday"
"13604",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",0,"Online",0,0,0,145,1,0,"08","04","Saturday"
"13605",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",127,"Online",0,0,0,105.3,1,0,"05","09","Wednesday"
"13606",2,0,2,2,"Not Selected",0,"Room_Type 1",40,"Online",0,0,0,57.6,1,0,"11","20","Tuesday"
"13607",2,0,2,4,"Not Selected",0,"Room_Type 1",11,"Online",0,0,0,96.41,1,0,"11","03","Saturday"
"13608",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",280,"Online",0,0,0,73.46,0,1,"08","04","Saturday"
"13609",2,0,2,0,"Not Selected",0,"Room_Type 1",101,"Online",0,0,0,103.5,1,0,"05","01","Tuesday"
"13610",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",346,"Offline",0,0,0,115,1,1,"09","13","Thursday"
"13611",2,0,2,4,"Meal Plan 1",0,"Room_Type 4",58,"Offline",0,0,0,78.53,1,0,"12","27","Wednesday"
"13612",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",82,"Online",0,0,0,117.9,1,0,"08","05","Sunday"
"13613",3,0,1,2,"Not Selected",0,"Room_Type 1",84,"Online",0,0,0,114.34,2,0,"05","13","Sunday"
"13614",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",13,"Corporate",0,0,0,109,0,0,"10","19","Thursday"
"13615",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",128,"Online",0,0,0,90,1,1,"11","26","Monday"
"13616",1,0,0,1,"Meal Plan 1",0,"Room_Type 4",2,"Aviation",0,0,0,110,0,0,"05","19","Saturday"
"13617",2,0,0,1,"Not Selected",0,"Room_Type 1",40,"Online",0,0,0,89.4,0,1,"05","21","Monday"
"13618",2,0,2,2,"Meal Plan 1",1,"Room_Type 1",190,"Online",0,0,0,99.95,1,0,"07","24","Tuesday"
"13619",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",256,"Offline",0,0,0,76.67,0,0,"09","14","Thursday"
"13620",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",85,"Online",0,0,0,89.25,2,0,"10","23","Monday"
"13621",2,0,1,2,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,89,0,0,"04","15","Sunday"
"13622",2,0,1,2,"Not Selected",0,"Room_Type 1",113,"Online",0,0,0,116.1,1,0,"06","13","Wednesday"
"13623",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",56,"Offline",0,0,0,58,0,0,"09","17","Sunday"
"13624",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",302,"Offline",0,0,0,100,0,1,"09","16","Sunday"
"13625",3,0,1,2,"Meal Plan 2",0,"Room_Type 1",161,"Offline",0,0,0,130,0,1,"03","25","Sunday"
"13626",2,0,0,3,"Meal Plan 1",0,"Room_Type 4",55,"Online",0,0,0,149.4,0,1,"08","16","Thursday"
"13627",2,0,2,3,"Meal Plan 1",0,"Room_Type 1",148,"Online",0,0,0,79.9,2,1,"08","28","Monday"
"13628",2,0,2,5,"Meal Plan 1",0,"Room_Type 1",29,"Online",0,0,0,81.54,1,0,"02","06","Tuesday"
"13629",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",198,"Offline",0,0,0,90,0,1,"09","09","Sunday"
"13630",2,0,0,4,"Meal Plan 1",0,"Room_Type 1",323,"Offline",0,0,0,70,0,1,"05","17","Thursday"
"13631",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",221,"Offline",0,0,0,65,0,0,"10","10","Tuesday"
"13632",1,0,0,2,"Not Selected",0,"Room_Type 1",3,"Online",0,0,0,84,2,0,"04","07","Saturday"
"13633",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",103,"Offline",0,0,0,95,0,1,"05","04","Friday"
"13634",2,0,2,0,"Meal Plan 1",0,"Room_Type 4",48,"Online",0,0,0,118.8,1,0,"04","10","Tuesday"
"13635",2,0,0,1,"Not Selected",0,"Room_Type 1",3,"Online",0,0,0,75,0,0,"12","04","Monday"
"13636",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",13,"Online",0,0,0,95,1,0,"04","18","Wednesday"
"13637",1,0,0,2,"Meal Plan 1",0,"Room_Type 1",58,"Offline",0,0,0,85.5,0,0,"01","27","Saturday"
"13638",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",62,"Online",0,0,0,60.29,1,0,"03","11","Sunday"
"13639",1,0,5,10,"Not Selected",0,"Room_Type 1",31,"Online",0,0,0,87.41,2,1,"12","04","Tuesday"
"13640",1,0,2,5,"Meal Plan 1",0,"Room_Type 1",7,"Corporate",1,0,2,65,1,0,"11","02","Friday"
"13641",2,0,0,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,89,1,0,"04","13","Friday"
"13642",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",22,"Online",0,0,0,137.67,0,1,"05","01","Tuesday"
"13643",2,0,2,9,"Meal Plan 1",0,"Room_Type 1",136,"Online",0,0,0,99.95,0,1,"04","20","Friday"
"13644",2,2,1,2,"Meal Plan 1",0,"Room_Type 6",79,"Online",0,0,0,162.3,2,0,"04","04","Wednesday"
"13645",2,1,2,3,"Meal Plan 1",0,"Room_Type 4",34,"Offline",0,0,0,90,1,0,"10","25","Wednesday"
"13646",1,0,2,0,"Meal Plan 2",0,"Room_Type 1",386,"Offline",0,0,0,90,0,1,"10","23","Tuesday"
"13647",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,"Offline",0,0,0,109,0,0,"09","18","Monday"
"13648",1,0,0,2,"Meal Plan 2",0,"Room_Type 1",320,"Offline",0,0,0,90,0,0,"08","18","Saturday"
"13649",2,1,0,3,"Meal Plan 1",0,"Room_Type 1",93,"Online",0,0,0,149.1,2,1,"09","01","Saturday"
"13650",2,0,2,2,"Meal Plan 1",0,"Room_Type 4",5,"Online",0,0,0,117.73,0,1,"05","29","Tuesday"
"13651",1,0,1,3,"Meal Plan 1",0,"Room_Type 1",6,"Online",0,0,0,121.75,2,0,"10","31","Wednesday"
"13652",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",104,"Online",0,0,0,76.5,0,1,"08","18","Friday"
"13653",2,0,1,2,"Meal Plan 1",0,"Room_Type 4",53,"Online",0,0,0,140.7,0,0,"08","26","Sunday"
"13654",2,0,2,0,"Not Selected",0,"Room_Type 1",7,"Online",0,0,0,82.66,1,0,"06","26","Tuesday"
"13655",3,0,0,2,"Meal Plan 1",0,"Room_Type 1",2,"Online",0,0,0,109.61,1,0,"12","29","Friday"
"13656",2,0,0,2,"Not Selected",0,"Room_Type 1",2,"Online",0,0,0,98,0,0,"03","22","Thursday"
"13657",2,0,0,2,"Meal Plan 1",0,"Room_Type 4",88,"Online",0,0,0,104.4,1,0,"10","25","Thursday"
"13658",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",276,"Offline",0,0,0,95,0,1,"09","22","Saturday"
"13659",3,0,2,1,"Meal Plan 1",1,"Room_Type 4",14,"Online",0,0,0,159.33,2,0,"06","12","Tuesday"
"13660",2,1,0,4,"Meal Plan 1",0,"Room_Type 1",79,"Online",0,0,0,122,2,0,"11","29","Thursday"
"13661",1,0,1,0,"Meal Plan 1",0,"Room_Type 1",35,"Corporate",0,0,0,89,0,0,"05","16","Wednesday"
"13662",2,0,2,1,"Meal Plan 1",0,"Room_Type 1",221,"Offline",0,0,0,65,0,0,"10","17","Tuesday"
"13663",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",163,"Offline",0,0,0,115,0,1,"10","15","Monday"
"13664",2,0,1,1,"Meal Plan 1",0,"Room_Type 1",38,"Offline",0,0,0,85.5,0,0,"06","18","Monday"
"13665",2,0,0,1,"Not Selected",0,"Room_Type 1",1,"Online",0,0,0,59.03,1,0,"12","23","Sunday"
"13666",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",5,"Online",0,0,0,101,0,1,"03","08","Thursday"
"13667",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,103,0,0,"03","08","Thursday"
"13668",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",18,"Online",0,0,0,95.48,1,0,"03","17","Saturday"
"13669",2,0,2,2,"Not Selected",0,"Room_Type 1",18,"Online",0,0,0,74.8,0,1,"11","25","Sunday"
"13670",2,0,1,2,"Not Selected",0,"Room_Type 1",58,"Online",0,0,0,94.5,0,1,"07","18","Wednesday"
"13671",2,0,1,4,"Meal Plan 1",0,"Room_Type 4",91,"Online",0,0,0,109.29,2,0,"09","07","Friday"
"13672",2,0,1,3,"Meal Plan 1",0,"Room_Type 1",223,"Online",0,0,0,102.85,0,1,"10","03","Wednesday"
"13673",1,0,1,4,"Meal Plan 1",0,"Room_Type 4",6,"Aviation",0,0,0,110,0,0,"10","26","Friday"
"13674",2,0,1,1,"Not Selected",1,"Room_Type 1",4,"Online",0,0,0,168,2,0,"08","08","Wednesday"
"13675",2,2,0,2,"Not Selected",1,"Room_Type 6",1,"Online",0,0,0,162,0,0,"08","11","Friday"
"13676",1,0,0,3,"Meal Plan 2",0,"Room_Type 1",36,"Offline",0,0,0,91,0,0,"10","13","Friday"
"13677",2,2,0,2,"Meal Plan 1",1,"Room_Type 6",4,"Online",0,0,0,220,2,0,"06","16","Saturday"
"13678",1,0,0,1,"Meal Plan 1",1,"Room_Type 1",8,"Corporate",1,0,6,98,1,0,"06","01","Friday"
"13679",1,0,0,1,"Meal Plan 1",0,"Room_Type 1",8,"Online",0,0,0,96,0,0,"03","08","Thursday"
"13680",2,0,1,0,"Not Selected",0,"Room_Type 1",19,"Online",0,0,0,89,0,0,"09","12","Wednesday"
"13681",2,1,2,5,"Meal Plan 1",0,"Room_Type 1",237,"Online",0,0,0,80.26,0,1,"12","28","Friday"
"13682",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",94,"Online",0,0,0,72.25,1,0,"12","03","Sunday"
"13683",2,0,1,4,"Meal Plan 1",0,"Room_Type 1",275,"Offline",0,0,0,90,0,1,"10","05","Friday"
"13684",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",211,"Offline",0,0,0,100,0,1,"05","20","Sunday"
"13685",2,0,0,3,"Meal Plan 1",0,"Room_Type 1",37,"Offline",0,0,0,105,0,0,"10","13","Saturday"
"13686",1,0,0,3,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",1,0,2,66,0,0,"01","19","Friday"
"13687",2,0,0,2,"Meal Plan 2",0,"Room_Type 1",74,"Offline",0,0,0,109,0,0,"09","18","Monday"
"13688",2,0,0,1,"Meal Plan 1",0,"Room_Type 1",1,"Online",0,0,0,91,1,0,"02","13","Tuesday"
"13689",1,0,1,2,"Meal Plan 1",0,"Room_Type 1",0,"Corporate",0,0,0,185,0,0,"09","19","Wednesday"
"13690",2,0,0,3,"Meal Plan 2",0,"Room_Type 4",42,"Online",0,0,0,157.5,0,1,"08","31","Friday"
"13691",2,0,1,2,"Meal Plan 1",0,"Room_Type 1",267,"Offline",0,0,0,95,0,1,"09","30","Sunday"
"13692",2,0,0,1,"Not Selected",0,"Room_Type 1",149,"Online",0,0,0,95.4,0,0,"06","03","Sunday"
"13693",2,0,0,1,"Meal Plan 1",0,"Room_Type 4",57,"Online",0,0,0,115.04,2,0,"09","21","Friday"
"13694",2,0,0,2,"Meal Plan 1",0,"Room_Type 1",47,"Online",0,0,0,93.6,1,0,"11","25","Sunday"
"13695",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",102,"Offline",0,0,0,72.25,0,0,"07","08","Sunday"
"13696",2,0,2,0,"Meal Plan 1",0,"Room_Type 1",146,"Offline",0,0,0,95,0,1,"04","24","Tuesday"
"13697",3,0,1,2,"Not Selected",0,"Room_Type 1",14,"Online",0,0,0,100.87,0,1,"09","14","Thursday"
"13698",2,0,1,3,"Not Selected",0,"Room_Type 1",72,"Online",0,0,0,61.21,1,0,"04","04","Wednesday"
"13699",2,0,2,2,"Meal Plan 1",0,"Room_Type 1",92,"Online",0,0,0,119.85,2,0,"06","10","Sunday"
"13700",1,0,1,1,"Not Selected",0,"Room_Type 1",0,"Online",0,0,0,66.13,0,0,"10","15","Monday"
"13701",3,0,2,5,"Meal Plan 1",0,"Room_Type 4",116,"Online",0,0,0,145.41,0,1,"08","05","Sunday"
